GENDER,CAR,REALITY,NO_OF_CHILD,INCOME,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET
0,1,0,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,7,40,9,0
1,1,1,0,234000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2.0,34,40,3,0
1,1,1,0,234000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2.0,20,40,3,0
1,1,1,3,157500.0,Working,Higher education,Married,House / apartment,0,0,0,5.0,17,35,2,0
1,1,1,3,157500.0,Working,Higher education,Married,House / apartment,0,0,0,5.0,38,35,2,0
1,1,1,3,157500.0,Working,Higher education,Married,House / apartment,0,0,0,5.0,17,35,2,0
1,1,1,3,157500.0,Working,Higher education,Married,House / apartment,0,0,0,5.0,14,35,2,0
1,1,1,3,157500.0,Working,Higher education,Married,House / apartment,0,0,0,5.0,19,35,2,0
0,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3.0,12,30,0,0
0,1,1,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,24,55,6,0
0,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,21,50,16,0
0,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,56,50,16,0
0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,13,48,3,0
0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,13,48,3,0
0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,11,48,3,0
0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,5,48,3,0
0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,1,48,3,0
0,1,1,0,90000.0,Working,Higher education,Married,House / apartment,1,1,0,2.0,27,57,18,0
0,0,1,0,157500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,2.0,3,23,3,0
1,0,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,4.0,32,39,4,0
1,0,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,4.0,19,39,4,0
0,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,2.0,42,39,4,0
0,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,14,30,5,0
1,1,1,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2.0,7,53,3,0
1,0,1,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,33,30,6,0
0,0,1,0,180000.0,Commercial associate,Higher education,Single / not married,With parents,0,1,0,1.0,24,27,3,0
0,0,1,0,180000.0,Commercial associate,Higher education,Single / not married,With parents,0,1,0,1.0,20,27,3,0
0,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,46,46,10,0
1,0,1,0,225000.0,Working,Higher education,Single / not married,House / apartment,0,0,1,1.0,19,46,0,0
1,0,1,0,225000.0,Working,Higher education,Single / not married,House / apartment,0,0,1,1.0,51,46,0,0
1,1,1,0,162000.0,Working,Higher education,Separated,House / apartment,1,1,0,1.0,31,43,9,0
1,1,1,0,162000.0,Working,Higher education,Separated,House / apartment,1,1,0,1.0,13,43,9,0
0,0,1,0,135000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,23,48,12,0
0,0,1,0,135000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,57,48,12,0
1,0,0,2,315000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,3.0,29,30,1,0
1,0,0,2,315000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,3.0,29,30,1,0
1,0,1,0,202500.0,State servant,Secondary / secondary special,Widow,House / apartment,0,1,0,1.0,11,63,24,0
1,0,1,0,90000.0,State servant,Secondary / secondary special,Separated,Municipal apartment,0,0,0,1.0,1,45,9,0
0,0,0,2,270000.0,Working,Secondary / secondary special,Married,With parents,0,1,0,4.0,42,41,1,0
1,0,0,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,12,42,1,0
1,0,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,50,26,3,0
1,0,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,36,26,3,0
1,0,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,1,26,3,0
1,0,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,11,26,3,0
1,0,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,22,26,3,0
1,0,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,11,26,3,0
1,0,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,2,26,3,0
0,0,1,1,243000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,2.0,10,37,14,0
1,1,1,4,540000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,6.0,5,33,10,0
0,1,1,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,4.0,11,50,4,0
0,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,2.0,54,34,1,1
0,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,2.0,50,34,1,0
0,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,2.0,47,34,1,0
0,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,2.0,34,34,1,0
0,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,2.0,32,34,1,0
0,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,2.0,32,34,1,0
0,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,2.0,27,34,1,0
0,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,2.0,13,34,1,0
0,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,15,44,5,0
0,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2.0,48,44,5,0
0,0,1,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,25,34,1,0
0,0,1,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,25,34,1,0
0,0,1,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,25,34,1,0
0,0,1,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,16,34,1,0
0,0,1,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,2.0,2,34,1,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,15,37,4,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,11,37,4,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,44,37,4,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,46,37,4,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,2,37,4,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,1,37,4,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,6,37,4,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,1,37,4,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,46,37,4,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1.0,6,37,4,0
1,0,1,0,247500.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,38,46,14,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,1.0,47,49,5,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,1.0,40,49,5,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,1.0,24,49,5,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,1.0,55,49,5,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,1.0,16,49,5,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,1.0,15,49,5,0
1,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,33,56,5,0
1,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,1,56,5,0
1,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,1,56,5,0
1,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,1,56,5,0
1,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,49,56,5,0
1,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,15,56,5,0
0,1,1,0,337500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2.0,14,51,21,0
0,1,1,0,337500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2.0,20,51,21,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,59,57,9,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,59,57,9,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,30,57,9,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,24,57,9,0
1,0,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,56,56,0,0
1,0,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,9,56,0,0
1,0,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,27,56,0,1
1,0,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,25,56,0,0
0,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4.0,27,35,1,0
1,0,1,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,0,0,0,2.0,58,41,3,0
1,0,1,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,0,0,0,2.0,22,41,3,0
1,0,1,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,0,0,0,2.0,32,41,3,0
1,0,1,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,0,0,0,2.0,54,41,3,0
1,0,1,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,0,0,0,2.0,9,41,3,0
1,0,1,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,0,0,0,2.0,11,41,3,0
1,0,1,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,0,0,0,2.0,27,41,3,0
1,0,0,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,2.0,0,46,8,0
1,0,1,0,54000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,27,54,9,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,1.0,6,37,3,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,1.0,25,37,3,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,1.0,60,37,3,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,1.0,25,37,3,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,1.0,36,37,3,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,1.0,20,37,3,0
1,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,25,39,1,0
1,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,50,39,1,0
1,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,55,39,1,0
1,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,37,39,1,0
1,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,57,39,1,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,3,32,2,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,10,32,2,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,24,32,2,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,8,32,2,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,53,32,2,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,40,32,2,0
1,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3.0,8,32,2,0
0,1,1,1,405000.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,49,32,13,0
0,1,1,1,405000.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,17,32,13,0
0,1,1,1,405000.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,42,32,13,0
0,1,1,1,405000.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,41,32,13,0
0,1,1,1,405000.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,30,32,13,0
0,1,1,1,405000.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,30,32,13,0
0,1,1,1,405000.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,23,32,13,0
0,1,1,1,405000.0,State servant,Higher education,Married,House / apartment,0,0,0,3.0,17,32,13,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,10,53,4,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,9,53,4,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,4,53,4,0
0,0,1,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2.0,19,49,11,0
0,0,1,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2.0,58,49,11,0
0,0,1,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2.0,46,49,11,0
0,0,1,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2.0,7,49,11,0
0,1,0,0,157500.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,2.0,51,47,11,0
0,1,0,0,157500.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,2.0,7,47,11,0
1,0,1,3,157500.0,Working,Higher education,Married,House / apartment,0,0,0,5.0,1,39,1,0
1,0,1,3,157500.0,Working,Higher education,Married,House / apartment,0,0,0,5.0,25,39,1,0
1,0,1,3,157500.0,Working,Higher education,Married,House / apartment,0,0,0,5.0,17,39,1,0
1,0,1,3,157500.0,Working,Higher education,Married,House / apartment,0,0,0,5.0,5,39,1,0
1,0,1,0,157500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2.0,35,39,7,0
1,0,1,0,157500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2.0,57,39,7,0
1,0,1,0,157500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2.0,14,39,7,0
1,0,1,0,157500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2.0,9,39,7,0
1,0,1,0,126000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,5,22,1,0
1,0,1,0,126000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,5,22,1,0
1,0,1,0,126000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,1,22,1,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,50,54,3,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,50,54,3,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,8,54,3,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,18,54,3,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,33,54,3,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,37,54,3,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,53,54,3,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,27,54,3,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,58,54,3,0
1,1,1,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,1,2.0,8,54,3,0
0,1,1,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,35,37,6,0
0,1,1,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3.0,23,37,6,0
1,0,1,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2.0,3,33,0,0
1,0,1,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2.0,55,33,0,0
1,0,1,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2.0,17,33,0,0
1,0,1,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2.0,8,33,0,0
0,1,1,1,135000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,3.0,38,32,14,0
0,1,1,1,135000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,3.0,26,32,14,0
0,1,1,1,135000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,3.0,50,32,14,0
0,1,1,1,135000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,3.0,54,32,14,0
0,1,1,1,135000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,3.0,42,32,14,0
0,1,1,1,135000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,3.0,60,32,14,0
0,1,1,1,135000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,3.0,15,32,14,0
0,1,1,0,139500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,1.0,3,38,0,0
1,0,1,0,130500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,9,23,1,0
1,0,1,1,121500.0,State servant,Higher education,Separated,House / apartment,0,1,0,2.0,1,39,4,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,29,50,14,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,32,50,14,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,9,50,14,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,12,50,14,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,50,50,14,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,59,50,14,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,32,50,14,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,5,50,14,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,12,50,14,0
0,1,1,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,0,0,2.0,13,26,3,0
0,1,1,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,0,0,2.0,43,26,3,0
0,1,1,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,0,0,2.0,45,26,3,0
0,1,1,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,0,0,2.0,40,26,3,0
0,1,1,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,0,0,2.0,40,26,3,0
0,1,1,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,0,0,2.0,7,26,3,0
1,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,29,49,31,0
1,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,28,49,31,0
1,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,12,49,31,0
1,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,3,49,31,0
0,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,50,47,21,0
0,1,1,0,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2.0,60,51,3,1
1,1,1,0,189000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2.0,9,42,11,0
1,1,1,0,189000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2.0,26,42,11,0
1,1,1,0,189000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2.0,16,42,11,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2.0,17,40,22,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2.0,41,40,22,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2.0,14,40,22,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2.0,29,40,22,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2.0,0,40,22,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2.0,22,40,22,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2.0,53,40,22,0
1,1,0,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,7,46,14,0
1,0,1,2,243000.0,State servant,Higher education,Married,House / apartment,0,0,0,4.0,15,28,9,0
1,0,1,2,243000.0,State servant,Higher education,Married,House / apartment,0,0,0,4.0,6,28,9,0
1,0,1,2,243000.0,State servant,Higher education,Married,House / apartment,0,0,0,4.0,37,28,9,0
1,0,1,2,243000.0,State servant,Higher education,Married,House / apartment,0,0,0,4.0,37,28,9,0
1,0,1,2,243000.0,State servant,Higher education,Married,House / apartment,0,0,0,4.0,25,28,9,0
1,0,1,3,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,5.0,32,32,9,0
1,0,1,3,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,5.0,3,32,9,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,42,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,27,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,17,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,12,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,3,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,17,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,6,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,44,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,29,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,12,56,25,0
1,0,1,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1.0,7,56,25,0
1,0,1,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,2.0,2,30,8,0
1,0,1,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,2.0,13,30,8,0
1,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2.0,20,49,17,0
1,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2.0,55,49,17,0
1,1,0,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2.0,47,49,17,0
1,0,1,1,112500.0,Working,Higher education,Married,With parents,0,0,0,3.0,15,26,2,0
1,0,1,1,112500.0,Working,Higher education,Married,With parents,0,0,0,3.0,3,26,2,0
1,0,1,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,1.0,21,54,5,0
1,0,1,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,1.0,24,54,5,0
1,0,1,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,1.0,6,54,5,0
1,0,1,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,1.0,6,54,5,0
1,0,1,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,1.0,7,54,5,0
0,1,1,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,1.0,14,29,3,0
0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,5,34,1,0
0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,51,34,1,0
0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,50,34,1,0
0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,31,34,1,0
0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,36,34,1,0
0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,18,34,1,0
0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,50,34,1,0
0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,18,34,1,0
0,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2.0,13,34,1,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,52,52,2,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,48,52,2,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,25,52,2,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1.0,54,52,2,0
1,0,0,0,126000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,1,0,1.0,8,57,8,0
